State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,Footnote
MO,267555,PHELPS REGIONAL HOMECARE,575 A BLUES LAKE PARKWAY,ROLLA,65401,5733642425,Non - Profit Other,true,true,true,true,true,true,1998-10-06 00:00:00, 
MO,267560,HOME HEALTH OF HARRISON COUNTY HOSPITAL,P O BOX 428,BETHANY,64424,6604257863,Non - Profit Other,true,true,true,true,true,true,1999-06-15 00:00:00, 
MO,267561,ST LUKE'S HOME HEALTH SERVICES,101 ST LUKE'S CENTER DRIVE,CHESTERFIELD,63017,3142056612,Non - Profit Religious,true,true,true,true,true,true,1999-09-09 00:00:00, 
MO,267562,"COOPERATIVE HOME CARE, INC",1924 MARCONI AVE,SAINT LOUIS,63110,3147728585,Proprietary,true,true,true,true,true,true,2000-01-03 00:00:00, 
MO,267564,OXFORD HEALTHCARE OF MID-MISSOURI,"1400 HERIFORD ROAD, SUITE 104",COLUMBIA,65202,5734741530,Non - Profit Private,true,true,true,true,true,true,2000-08-01 00:00:00, 
MO,267565,MERCY HOME HEALTH,"1000 DES PERES, SUITE 200A",SAINT LOUIS,63131,3147294550,Non - Profit Religious,true,true,true,true,true,true,2000-09-22 00:00:00, 
MO,267579,ALTERNATIVE HOME HEALTH CARE,"901 W 14TH STREET, SUITE 210",WASHINGTON,63090,6364320008,Proprietary,true,true,true,true,true,true,2003-06-24 00:00:00, 
MO,267580,APOLLO MEDICAL,10511 OLD OLIVE STREET RD,SAINT LOUIS,63141,3146920611,Proprietary,true,true,true,true,true,false,2003-07-21 00:00:00, 
MO,267581,INTEGRITY HOME CARE + HOSPICE,3751 NE RALPH POWELL RD,LEES SUMMIT,64064,8162543131,Proprietary,true,true,true,true,true,false,2003-08-07 00:00:00, 
MO,267582,"MED-STAFF HOME HEALTH, LLC",11901 OLIVE BLVD SUITE 217,SAINT LOUIS,63141,3149934663,Proprietary,true,true,true,true,true,true,2003-08-21 00:00:00, 
MO,267583,"RN4KIDS, INC",4918 WEBER ROAD,SAINT LOUIS,63123,3143028051,Proprietary,true,false,false,false,false,true,2004-05-06 00:00:00, 
MO,267584,KINDRED AT HOME,"2404 FORUM BLVD, SUITE 101",COLUMBIA,65203,5732564705,Proprietary,true,true,true,false,true,false,2004-05-06 00:00:00, 
MO,267585,AW HEALTH CARE,7212-7216 BALSON AVENUE,SAINT LOUIS,63130,3147265600,Proprietary,true,true,true,true,true,true,2004-06-21 00:00:00, 
MO,267589,PYRAMID HOME HEALTH SERVICES,"1614 W BUSINESS HWY 60, STE A-1",DEXTER,63841,5736242329,Proprietary,true,true,true,true,true,true,2004-11-10 00:00:00, 
MO,267590,"INTERSTAFF, INC",1173 N PRICE,SAINT LOUIS,63132,3145695830,Proprietary,true,true,true,true,true,true,2005-03-29 00:00:00, 
MO,267592,PYRAMID HOME HEALTH SERVICES,1207-A MAPLE STREET,FARMINGTON,63640,5737567575,Proprietary,true,true,true,true,true,true,2005-04-19 00:00:00, 
MO,267594,"PATIENT CARE PROFESSIONALS, INC",301 SOVEREIGN CT SUITE 102,BALLWIN,63011,6362270722,Proprietary,true,true,true,true,true,true,2005-07-06 00:00:00, 
MO,267595,PYRAMID HOME HEALTH SERVICES,147 FLOWER VALLEY SHOPPING CENTER,FLORISSANT,63033,3145218443,Proprietary,true,true,true,true,true,true,2005-07-11 00:00:00, 
MO,267597,PHOENIX HOME CARE,500 BROADWAY STREET,JEFFERSON CITY,65101,5736353900,Proprietary,true,true,true,true,true,true,2005-09-09 00:00:00, 
MO,267599,HEALTH AT HOME,15201 OLIVE BLVD  STE 345,CHESTERFIELD,63017,6367330355,Proprietary,true,true,true,true,true,true,2005-10-05 00:00:00, 
MO,267600,PYRAMID HOME HEALTH SERVICES,3501 WEST TRUMAN BLVD  SUITE G1,JEFFERSON CITY,65109,5738936477,Proprietary,true,true,true,true,true,true,2005-11-29 00:00:00, 
MO,267602,NHC HOMECARE,PO BOX 460293,SAINT LOUIS,63146,3144342497,Proprietary,true,true,true,true,true,false,2006-02-08 00:00:00, 
MO,267603,BROOKDALE HOME HEALTH ST LOUIS,"425 NORTH NEW BALLAS RD, STE 295",CREVE COEUR,63141,3149937035,Proprietary,true,true,true,true,true,true,2006-05-25 00:00:00, 
MO,267605,"BETHLEHEM HOME HEALTH CARE, INC",2726 FOREST AVENUE,KANSAS CITY,64109,8164746371,Proprietary,true,true,true,true,true,true,2006-11-17 00:00:00, 
MO,267606,AMEDISYS HOME HEALTH OF MISSOURI,"1027 SOUTH MAIN STREET, SUITE 6",JOPLIN,64801,4172066500,Proprietary,true,true,true,true,true,true,2006-12-01 00:00:00, 
MO,267607,AMEDISYS HOME HEALTH OF MISSOURI,"3050 SOUTH NATIONAL AVENUE, SUITE 106",SPRINGFIELD,65804,4178777474,Proprietary,true,true,true,true,true,true,2007-01-03 00:00:00, 
MO,267609,BROOKDALE HOME HEALTH MISSOURI,"800 E 101ST TERRACE, STE 140",KANSAS CITY,64131,8169423958,Proprietary,true,true,true,true,true,true,2007-11-30 00:00:00, 
MO,267611,LIFE FOUNTAIN HEALTH CARE INC,"2870 NETHERTON DRIVE, SUITE B",SAINT LOUIS,63136,3148303840,Proprietary,true,true,true,true,true,false,2007-12-11 00:00:00, 
MO,267612,PREMIERE HOME HEALTH,22 PORTWEST COURT,SAINT CHARLES,63303,6369160022,Proprietary,true,true,true,true,true,true,2008-03-12 00:00:00, 
MO,267613,ST ANDREWS & BETHESDA HOME HEALTH,"1630 DES PERES RD, STE 290",SAINT LOUIS,63131,3142182600,Non - Profit Private,true,true,true,true,true,true,2008-03-27 00:00:00, 
MO,267614,THE WHOLE PERSON INC,"1211 N BELT HIGHWAY, STE 205",SAINT JOSEPH,64506,8163640900,Non - Profit Other,true,true,true,true,true,false,2008-07-02 00:00:00, 
MO,267618,CHILDREN'S MERCY HOME CARE,"700 NW ARGOSY PARKWAY, SUITE 200",RIVERSIDE,64150,8167014300,Non - Profit Other,true,true,true,true,true,false,2008-10-16 00:00:00, 
MO,267620,"ON CALL CARE SERVICES, LLC",6444 RAYTOWN TRAFFICWAY 125,RAYTOWN,64133,8166067359,Proprietary,true,true,true,true,true,false,2008-12-02 00:00:00, 
MO,267621,"TLC HOME HEALTH CARE, LLC",1022 SOUTH BISHOP,ROLLA,65401,5733415555,Proprietary,true,true,true,false,false,true,2011-04-07 00:00:00, 
MO,267622,"GENERATIONS HOME HEALTH AGENCY, LLC",305 W MAPLE,PILOT KNOB,63663,5735460701,Proprietary,true,true,true,true,false,false,2011-06-02 00:00:00, 
MO,267623,AMEDISYS HOME HEALTH OF MISSOURI,"100 NE MISSOURI ROAD, SUITE 202",LEES SUMMIT,64086,8165247355,Proprietary,true,true,true,true,true,true,2011-08-01 00:00:00, 
MO,267624,"CLAYVIEW HOME HEALTH SERVICES, INC","1734 E 63RD STREET, SUITE 208",KANSAS CITY,64110,8168729485,Proprietary,true,true,true,true,true,true,2011-09-26 00:00:00, 
MO,267626,"CRESCENT HOME HEALTH AGENCY, LLC","763 SOUTH NEW BALLAS ROAD, SUITE 205",SAINT LOUIS,63141,3147413800,Proprietary,true,true,true,true,true,true,2011-12-05 00:00:00, 
MO,267627,"HELP AT HOME, LLC","3110 KARNES RD, STE 100",SAINT JOSEPH,64506,8166719100,Proprietary,true,false,false,false,false,true,2011-12-09 00:00:00, 
MO,267628,"QUALITY HOME HEALTH CARE, LLC","3675 WEST OUTER RD, SUITE 203-B",ARNOLD,63010,3142009905,Proprietary,true,true,true,true,true,true,2012-02-24 00:00:00, 
MO,267629,PHOENIX HOME CARE,3033 SOUTH KANSAS EXPY,SPRINGFIELD,65807,4178817442,Non - Profit Private,true,true,true,true,true,true,2012-04-10 00:00:00, 
MO,267630,CAMPBELL HOME HEALTH AGENCY,115 NORTH ASH,CAMPBELL,63933,5732462882,Non - Profit Other,true,true,false,true,true,true,2012-03-02 00:00:00, 
MO,267631,"HOME HEALTH PROFESSIONALS, INC",232 W MAIN,STEELE,63877,5736953966,Proprietary,true,true,false,false,false,true,2012-02-29 00:00:00, 
MO,267632,"CARING HEARTS HOME CARE, INC","1276 ST CYR RD, SUITE 123",SAINT LOUIS,63137,3148695511,Proprietary,true,true,true,true,true,true,2012-04-05 00:00:00, 
MO,267633,"ORTHOPAEDIC AND MEDICAL HOME HEALTH, LLC",200 SOUTH KEENE STREET  SUITE A,COLUMBIA,65201,5734741786,Proprietary,true,true,true,true,true,true,2012-06-18 00:00:00, 
MO,267634,"SUNRISE HOME CARE, LLC",PO BOX 399,POPLAR BLUFF,63902,5737766100,Proprietary,true,true,true,true,true,true,2012-07-02 00:00:00, 
MO,267637,MED PLUS HEALTHCARE,760 SOUTH KINGSHIGHWAY  SUITE E,CAPE GIRARDEAU,63703,5733347171,Proprietary,true,true,true,true,true,true,2012-12-07 00:00:00, 
MO,267638,HAVEN HOME HEALTH & THERAPY,850 NORTH 25TH STREET,OZARK,65721,4175811234,Proprietary,true,true,true,true,true,true,2012-12-25 00:00:00, 
MO,267639,KINDRED AT HOME,"20101 E JACKSON DRIVE, STE D",INDEPENDENCE,64057,8165245087,Proprietary,true,true,true,true,true,true,2012-12-21 00:00:00, 
MO,267640,VITA LLC,14222 LADUE RD,CHESTERFIELD,63017,3142754020,Proprietary,true,true,true,true,false,false,2013-01-02 00:00:00, 
MO,267641,EXCELCARE HOME HEALTH SERVICES LLC,5622 DELMAR BLVD  STE 108,SAINT LOUIS,63112,3143617775,Proprietary,true,true,true,true,true,true,2013-06-04 00:00:00, 
MO,267642,"ALPINE HOME HEALTH AGENCY, INC","930 KEHRS MILL ROAD, SUITE 312",BALLWIN,63011,6365274509,Proprietary,true,true,true,true,true,true,2013-07-20 00:00:00, 
MO,267643,PINNACLE SENIOR CARE,"8706 MANCHESTER ROAD, SUITE 108",SAINT LOUIS,63144,3142660970,Proprietary,true,true,true,true,true,true,2013-06-27 00:00:00, 
MO,267644,FREUDENTHAL HOME HEALTH,"3105 FREDERICK AVENUE, SUITE D",SAINT JOSEPH,64506,8166768050,Proprietary,true,true,true,true,true,true,2013-10-24 00:00:00, 
MO,267646,"GRACE RELIANT HEALTH SERVICES, LLC",2845 INDEPENDENCE STREET,CAPE GIRARDEAU,63703,5732049200,Proprietary,true,true,true,true,true,true,2013-11-01 00:00:00, 
MO,267647,"SUMMIT HEALTH CARE, LLC",6033 RAYTOWN RD,RAYTOWN,64133,8167373113,Proprietary,true,true,true,true,true,true,2013-09-15 00:00:00, 
MO,267648,"HOME ASSIST, LLC",16 HAWK RIDGE DRIVE,LAKE SAINT LOUIS,63367,6366955801,Proprietary,true,true,true,true,true,true,2013-12-09 00:00:00, 
MO,267650,PHOENIX HOME CARE,14330 EAST 42ND STREET SOUTH,INDEPENDENCE,64055,8163737442,Proprietary,true,true,true,true,true,true,2014-02-22 00:00:00, 
MO,267652,"MHS-HH CARE, LLC","8301 STATE LINE ROAD, SUITE 102",KANSAS CITY,64114,8165233333,Proprietary,true,true,true,true,true,true,2014-09-13 00:00:00, 
MO,267653,SPECIALIZED HOME CARE,2311 REDWOOD AVENUE,INDEPENDENCE,64057,8167957990,Proprietary,true,true,true,true,true,true,2014-10-08 00:00:00, 
MO,267655,MISSOURI HOME HEALTH LLC,11636 WEST FLORISSANT AVENUE,FLORISSANT,63033,3145243958,Proprietary,true,true,true,true,true,true,2015-01-04 00:00:00, 
MO,267656,ENVISION HOME HEALTH,"2000 BOARDWALK PLACE DRIVE, STE A",O FALLON,63368,6366954330,Proprietary,true,true,true,true,true,true,2015-09-10 00:00:00, 
MO,267657,"DIVERSITY HOME HEALTHCARE, LLC",4128 SAINT JOHN AVENUE,KANSAS CITY,64123,8163377386,Proprietary,true,true,true,true,true,true,2015-08-03 00:00:00, 
MO,267658,"COMPASSIONATE HEALTH CARE, INC","3636 SOUTH GEYER ROAD, STE 100",SAINT LOUIS,63127,3142387400,Proprietary,true,true,false,false,false,false,2016-03-10 00:00:00, 
MO,267659,"OPTIMA HOME HEALTHCARE, LLC",4541 PASEO BLVD,KANSAS CITY,64110,8165883714,Proprietary,true,true,true,false,false,true,2016-09-15 00:00:00, 
MO,267660,"HELP AT HOME, LLC","3100 BROADWAY, STE 223",KANSAS CITY,64111,8167561111,Proprietary,true,false,false,false,false,true,2016-08-30 00:00:00, 
MO,267661,"NOVUS LIFECARE, LLC","8080 WARD PARKWAY, STE 113",KANSAS CITY,64114,8169459596,Proprietary,true,true,true,true,true,false,2016-10-27 00:00:00, 
MO,267662,OZARK HOME HEALTHCARE,"2725 N WESTWOOD BLVD, STE 16",POPLAR BLUFF,63901,5736865510,Proprietary,true,true,true,true,true,true,2017-03-16 00:00:00, 
MT,277030,PONDERA HOME HEALTH AGENCY,805 SUNSET BLVD,CONRAD,59425,4062715566,Non - Profit Private,true,true,true,false,false,false,1982-11-12 00:00:00, 
MO,267664,"ALL CARE HOME HEALTH, INC","10127 MANCHESTER RD, STE 206",SAINT LOUIS,63122,3143942068,Proprietary,true,true,true,true,false,false,2017-07-14 00:00:00, 
MO,267665,"HEALTHY FAMILY HOME CARE, LLC","16024 MANCHESTER ROAD, #200",ELLISVILLE,63011,3142879186,Proprietary,true,true,true,true,true,true,2017-12-22 00:00:00, 
MO,267666,FAITH HOME HEALTHCARE,"2601 NE KENDALLWOOD PARKWAY, SUITE 212",GLADSTONE,64119,9132967636,Proprietary,true,true,true,false,false,false,2018-06-05 00:00:00, 
MT,277011,FLATHEAD CHOICE HOME HEALTH,736 S MAIN ST,KALISPELL,59901,4067516800,Government - State/ County,true,true,true,true,true,false,1967-04-12 00:00:00, 
MT,277012,RIVERSTONE HEALTH,2626 FIRST AVE S,BILLINGS,59101,4062473200,Government - State/ County,true,true,true,true,true,true,1967-05-01 00:00:00, 
MT,277017,FRONTIER HOME HEALTH AND HOSPICE,800 FRONT ST,HELENA,59601,4064434140,Proprietary,true,true,true,true,true,true,1973-11-28 00:00:00, 
MT,277019,HOME OPTIONS HOME HEALTH,711 MAIN ST SW,RONAN,59864,4066767300,Non - Profit Private,true,true,true,true,true,true,1977-05-01 00:00:00, 
MT,277032,PARTNERS IN HOME CARE INC,2687 PALMER ST STE B,MISSOULA,59808,4067288848,Non - Profit Private,true,true,true,true,true,true,1985-02-04 00:00:00, 
MT,277033,CLARK FORK VALLEY HOME HEALTH,10 KRUGER ROAD,PLAINS,59859,4068264863,Non - Profit Other,true,true,true,true,true,true,1985-01-01 00:00:00, 
MT,277039,MARCUS DALY MEM HOSP HHA,1200 WESTWOOD DR,HAMILTON,59840,4063636503,Non - Profit Private,true,true,true,true,true,true,1985-04-01 00:00:00, 
MT,277040,CENTRAL MONTANA MC HOME HEALTH,408 WENDELL AVE,LEWISTOWN,59457,4065386302,Non - Profit Private,true,true,true,true,true,true,1985-04-01 00:00:00, 
MT,277041,BARRETT HOME CARE SERVICES,30 MT HWY 91 S,DILLON,59725,4066839221,Non - Profit Other,true,true,true,true,true,false,1985-06-26 00:00:00, 
MT,277045,STILLWATER COMMUNITY HOSPITAL HHA,407 N A ST,COLUMBUS,59019,4063225316,Non - Profit Private,true,true,true,true,false,true,1986-02-10 00:00:00, 
MT,277050,PHILLIPS COUNTY HOSPITAL HOME HEALTH,311 S 8TH AVE E,MALTA,59538,4066541100,Non - Profit Other,true,true,false,false,false,true,1987-01-28 00:00:00, 
MT,277053,HOME OPTIONS HOME HEALTH,275 CORPORATE DR STE 600,KALISPELL,59901,4067514200,Non - Profit Private,true,true,true,true,true,true,1987-06-16 00:00:00, 
MT,277058,COMPASSUS HOME HEALTH - BUTTE,3745 HARRISON AVE STE G,BUTTE,59701,4064940039,Proprietary,true,true,true,true,true,true,1988-01-25 00:00:00, 
MT,277060,LIVINGSTON HOME CARE AND HOSPICE,320 ALPENGLOW LANE,LIVINGSTON,59047,4068236430,Non - Profit Private,true,true,true,true,true,true,1989-04-14 00:00:00, 
MT,277061,GLENDIVE MEDICAL CENTER HOME CARE,202 PROSPECT DR,GLENDIVE,59330,4063453395,Non - Profit Private,true,true,true,false,true,true,1989-11-22 00:00:00, 
MT,277066,BEARTOOTH BILLINGS CLINIC HOME CARE,2525 N BROADWAY,RED LODGE,59068,4064462345,Non - Profit Private,true,true,true,true,true,true,1992-10-20 00:00:00, 
MT,277068,COMPASSUS HOME HEALTH - BILLINGS,2110 OVERLAND AVE STE 114,BILLINGS,59102,4066528883,Proprietary,true,true,true,false,true,true,1993-02-01 00:00:00, 
MT,277072,HOMELINK OF ST PETERS,201 S CALIFORNIA,HELENA,59601,4064442244,Non - Profit Other,true,true,true,false,true,true,1994-05-09 00:00:00, 
MT,277078,WEL-HOME HEALTH OF BOZEMAN,205 N TRACY,BOZEMAN,59715,4065878710,Proprietary,true,true,true,true,false,true,1994-11-23 00:00:00, 
MT,277079,WELCOV HOME HEALTH OF MILES CITY,2300 WILSON ST,MILES CITY,59301,4068745134,Proprietary,true,true,true,false,false,true,1994-12-07 00:00:00, 
MT,277087,MEDALLION MEDICAL CARE,425 1ST AVE N,GREAT FALLS,59401,4064543883,Non - Profit Private,true,true,true,true,true,false,1997-09-12 00:00:00, 
MT,277090,SPECTRUM HOME HEALTH,2906 10TH AVE S,GREAT FALLS,59405,4064530360,Non - Profit Other,true,true,true,true,true,false,1999-02-18 00:00:00, 
MT,277093,PINTLER HOME HEALTH,118 EAST SEVENTH ST STE 1A,ANACONDA,59711,4065637023,Non - Profit Other,true,true,true,true,true,true,2000-06-29 00:00:00, 
MT,277094,CONSUMER DIRECT CARE NET MT-HOME HEALTH & HOSPICE,100 CONSUMER DIRECT WAY,MISSOULA,59801,4065411800,Proprietary,true,true,true,true,true,true,2001-05-25 00:00:00, 
MT,277097,FIRST CHOICE HOME HEALTH,205 HAGGERTY LN STE 120,BOZEMAN,59715,4065512273,Proprietary,true,true,true,true,true,true,2009-04-24 00:00:00, 
MT,277098,SENIOR INDEPENDENCE OF MONTANA,3940 RIMROCK RD,BILLINGS,59102,4066555800,Proprietary,true,true,true,true,true,true,2014-05-30 00:00:00, 
NE,287001,BEATRICE COMMUNITY HOSPITAL HOME CARE,1201 SOUTH 9TH STREET,BEATRICE,68310,4022232366,Non - Profit Other,true,true,true,true,true,true,1966-07-01 00:00:00, 
NE,287002,TABITHA HOME HEALTH CARE,4720 RANDOLPH STREET,LINCOLN,68510,4024868535,Non - Profit Religious,true,true,true,true,true,true,1966-07-01 00:00:00, 
NE,287003,VISITING NURSE ASSN. OF THE MIDLANDS,"12565 WEST CENTER ROAD, SUITE 100",OMAHA,68144,4023425566,Non - Profit Private,true,true,true,true,true,true,1966-07-01 00:00:00, 
NE,287004,REGIONAL WEST MEDICAL CENTER HOME CARE,"3701 AVENUE D, SUITE 2105",SCOTTSBLUFF,69361,3086301430,Non - Profit Other,true,true,true,true,true,true,1966-07-01 00:00:00, 
NE,287005,CHI HEALTH AT HOME - GRAND ISLAND,2116 W FAIDLEY AVE,GRAND ISLAND,68803,3083982600,Non - Profit Religious,true,true,true,true,true,true,1967-04-13 00:00:00, 
NE,287008,CENTRAL PLAINS HOME HEALTH,"835 MERIDAN AVENUE, PO BOX 207",COZAD,69130,3087844630,Government - Local,true,true,true,true,true,true,1977-05-01 00:00:00, 
NE,287009,HOME HEALTH SERVICES OF MARY LANNING MEM HEALTHCAR,747 N BURLINGTON AVE SUITE 202,HASTINGS,68901,4024615161,Non - Profit Private,true,true,true,true,true,true,1972-04-24 00:00:00, 
NE,287016,FREMONT HEALTH HOME CARE,"2400 NORTH LINCOLN, SUITE B",FREMONT,68025,4029411699,Government - State/ County,true,true,true,true,true,true,1976-02-01 00:00:00, 
NE,287019,CHI HEALTH AT HOME - OMAHA,810 N 96TH ST SUITE 201,OMAHA,68114,4028988000,Non - Profit Religious,true,true,true,true,true,true,1977-11-15 00:00:00, 
NE,287020,GREAT PLAINS HEALTH HOME HEALTH & HOSPICE,601 WEST LEOTA ST,NORTH PLATTE,69101,3085687434,Non - Profit Other,true,true,true,true,true,true,1978-06-05 00:00:00, 
NE,287026,HOME HEALTH OF COLUMBUS COMMUNITY HOSPITAL,"3005 19TH STREET, SUITE 600",COLUMBUS,68601,4025623300,Non - Profit Other,true,true,true,true,true,true,1982-05-01 00:00:00, 
NE,287027,INTERIM HEALTHCARE OF OMAHA,5332 S 138TH ST STE100,OMAHA,68137,4023921818,Proprietary,true,true,true,true,true,true,1982-06-28 00:00:00, 
NE,287028,ST. JOSEPH VILLA HOMECARE & HOSPICE,1000 NORTH 90TH STREET SUITE 203,OMAHA,68114,4029264444,Proprietary,true,true,true,true,true,true,1982-07-20 00:00:00, 
NE,287062,INTERIM HEALTHCARE,"6040 SOUTH 58TH STREET, SUITE A",LINCOLN,68516,4024217920,Proprietary,true,true,true,true,false,true,1991-05-02 00:00:00, 
NV,297144,SONOMA HOME HEALTH,6225 DEAN MARTIN DRIVE SUITE F,LAS VEGAS,89118,7022220733,Proprietary,true,true,true,true,true,true,2008-04-09 00:00:00, 
NE,287037,"JEFFERSON COMMUNITY HEALTH CENTER, INC","P O BOX 277, 2200 NORTH H STREET",FAIRBURY,68352,4027296857,Non - Profit Private,true,true,true,true,false,true,1984-02-22 00:00:00, 
NE,287038,KINDRED AT HOME,"9140 WEST DODGE RD, SUITE 401",OMAHA,68114,4023439433,Proprietary,true,true,true,true,true,true,1984-08-24 00:00:00, 
NE,287040,ANTELOPE MEMORIAL HOSPITAL HOME HEALTH CARE,"P O BOX 229, 102 WEST 9TH STREET",NELIGH,68756,4028874151,Non - Profit Private,true,true,true,true,false,true,1985-01-28 00:00:00, 
NE,287041,SIDNEY REGIONAL MEDICAL CENTER HOME HEALTH,1625 DORWART DR STE A,SIDNEY,69162,3082543273,Non - Profit Other,true,true,true,true,true,true,1985-05-28 00:00:00, 
NE,287050,CHI HEALTH AT HOME - LINCOLN,"245 SOUTH 84TH STREET, SUITE 300",LINCOLN,68510,4022197043,Non - Profit Religious,true,true,true,true,true,true,1986-05-01 00:00:00, 
NE,287052,CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES,825 CENTENNIAL DR,CHADRON,69337,3084325521,Non - Profit Private,true,true,true,true,true,true,1988-05-23 00:00:00, 
NE,287053,HOSPICE AND HOME HEALTHCARE OF SAUNDERS COUNTY,"P O BOX 367,  141 EAST 5TH STREET",WAHOO,68066,4024434798,Proprietary,true,true,true,true,true,true,1988-04-01 00:00:00, 
NE,287055,VCHS HOME HEALTH,400 SOUTH 23RD STREET,ORD,68862,3087284355,Government - State/ County,true,true,true,true,true,true,1989-10-20 00:00:00, 
NE,287056,BOONE COUNTY HEALTH CENTER HOME HEALTH,632 WEST FAIRVIEW STREET ROOM#4,ALBION,68620,4023953155,Government - State/ County,true,true,true,true,false,true,1989-10-19 00:00:00, 
NE,287059,CHERRY CO HOSPITAL HOME HEALTH,"P O BOX 410, 510 NORTH GREEN STREET",VALENTINE,69201,4023762525,Government - State/ County,true,true,true,true,false,true,1990-03-01 00:00:00, 
NE,287060,KINDRED AT HOME,"8055 O STREET, SUITE 111",LINCOLN,68510,4024348081,Proprietary,true,true,true,true,true,true,1990-05-11 00:00:00, 
NE,287061,MORRILL COUNTY COMM HOSP  HOME HEALTH AGENC,1320 S STREET,BRIDGEPORT,69336,3082627164,Government - State/ County,true,true,true,true,false,true,1990-09-13 00:00:00, 
NE,287063,CHILDREN'S HOME HEALTHCARE,3000 S 84TH STREET,OMAHA,68124,4029557777,Non - Profit Private,true,true,true,false,true,false,1991-08-21 00:00:00, 
NE,287071,AVERA AT HOME DBA AVERA@HOME,"209 EAST BENTON STREET, SUITE 110",O' NEILL,68763,4023365296,Non - Profit Other,true,true,true,true,false,true,1992-07-09 00:00:00, 
NE,287072,GOOD SAMARITAN SOCIETY - OMAHA METRO HOME CARE,12875 DEAUVILLE DRIVE,OMAHA,68137,4023991700,Non - Profit Religious,true,true,true,true,true,true,1992-09-09 00:00:00, 
NE,287073,JOHNSON CO HOSPITAL HOME HEALTH SERVICES,292 BROADWAY STREET,TECUMSEH,68450,4023353361,Government - State/ County,true,true,true,true,false,true,1992-11-04 00:00:00, 
NE,287075,ST. FRANCIS HOME HEALTH CARE,435 NORTH MONITOR STREET,WEST POINT,68788,4023725929,Non - Profit Religious,true,true,true,true,false,true,1993-10-19 00:00:00, 
NE,287087,RURALMED HOME CARE RESOURCES,1421 13TH STREET,HOLDREGE,68949,3089954375,Proprietary,true,true,true,true,true,true,1994-12-13 00:00:00, 
NE,287089,FAITH REGIONAL HOME HEALTH SER,1500 KOENIGSTEIN,NORFOLK,68701,4026447453,Non - Profit Religious,true,true,true,true,true,true,1995-02-23 00:00:00, 
NE,287090,FIRSTCARE HOME HEALTH OF EASTERN NEBRASKA,"3901 NORMAL BLVD, SUITE 102",LINCOLN,68506,4024351122,Proprietary,true,true,true,true,false,true,1995-05-11 00:00:00, 
NE,287095,PROVIDENCE MEDICAL CENTER HOME HEALTH,1200 PROVIDENCE ROAD,WAYNE,68787,4023753800,Non - Profit Other,true,true,true,true,false,true,1995-09-08 00:00:00, 
NE,287101,YORK GENERAL HOSP HOME HEALTH,2319 N LINCOLN AVENUE,YORK,68467,4023621444,Non - Profit Private,true,true,true,true,false,true,1995-12-08 00:00:00, 
NE,287104,GOOD SAMARITAN SOCIETY HOME HEALTH,"3415 W STATE STREET, STE B",GRAND ISLAND,68803,3083824054,Non - Profit Religious,true,true,true,true,false,true,1996-04-03 00:00:00, 
NE,287106,COMMUNITY HEALTHCARE AND HOSPICE,711 EAST 11TH STREET SUITE A,MCCOOK,69001,3083448356,Non - Profit Other,true,true,false,true,true,true,1996-06-27 00:00:00, 
NE,287110,CHI HEALTH HEALTH AT HOME PLAINVIEW,"PO BOX 489, 202 S MAIN STREET",PLAINVIEW,68769,4025824249,Non - Profit Religious,true,true,true,false,false,true,1996-12-04 00:00:00, 
NE,287129,EVANGELICAL LUTHERAN GSS HOME CARE OF CENTRAL NE,3611 2ND AVE,KEARNEY,68847,3086985080,Non - Profit Religious,true,true,true,true,true,true,2006-12-13 00:00:00, 
NE,287112,BROWN COUNTY HOSPITAL HOME HEALTH,945 EAST ZERO STREET,AINSWORTH,69210,4023872016,Government - State/ County,true,true,true,true,false,true,1997-02-21 00:00:00, 
NE,287114,VITALCARE HOME HEALTH,3604 N 72ND STREET,OMAHA,68134,4025023665,Proprietary,true,true,true,true,false,true,1998-11-10 00:00:00, 
NE,287115,GOOD SAMARITAN SOCIETY HOME CARE OF SOUTHEAST NE,"918 26TH STREET, SUITE C",AUBURN,68305,4022745541,Non - Profit Religious,true,true,true,true,false,true,1998-11-20 00:00:00, 
NE,287118,HEARTLAND HOME HEALTH,120 PARK AVENUE,HEBRON,68370,4027684625,Government - State/ County,true,true,true,true,true,true,1999-08-19 00:00:00, 
NE,287120,NEMAHA COUNTY HOME CARE,2022 13TH STREET,AUBURN,68305,4022746115,Government - State/ County,true,true,true,true,false,true,2000-12-21 00:00:00, 
NE,287122,ELITE PROFESSIONALS HOME CARE COMPANY,3901 FAULKNER DR,LINCOLN,68516,4024642422,Proprietary,true,true,true,true,false,true,2004-05-20 00:00:00, 
NE,287123,PRIME HOME CARE,7253 GROVER STREET,OMAHA,68124,4023902492,Proprietary,true,true,true,true,true,true,2004-12-02 00:00:00, 
NE,287124,AMAKES QUALITY HOME CARE INC,11306 DAVENPORT STREET,OMAHA,68154,4028841645,Proprietary,true,true,true,true,false,true,2004-12-16 00:00:00, 
NE,287125,PHYSMED INC,4905 SOUTH 107TH AVENUE,OMAHA,68127,4029264088,Proprietary,true,true,true,true,true,true,2005-04-05 00:00:00, 
